id,cmy,cmx
commonwealth:3f462z75f,33,36
commonwealth:3f463038p,33,36
commonwealth:q524n542n,33,36
commonwealth:w9505s74f,33,36
commonwealth:ww72bp88p,33,36
commonwealth:4m90f699f,35,36
commonwealth:hm50xz79w,37,36
commonwealth:8049g949n,39,36
commonwealth:9s1618956,39,36
commonwealth:4m90fj24f,40,36
commonwealth:kk91fs081,41,36
commonwealth:1257bc450,42,36
commonwealth:0r96fp450,43,36
commonwealth:4m90f3073,43,36
commonwealth:0z709344w,46,36
commonwealth:6t053r709,46,36
commonwealth:6t053r709,46,36
commonwealth:np198969j,46,36
commonwealth:3f463b28h,47,36
commonwealth:x059cc42c,47,36
commonwealth:0z709c88m,48,36
commonwealth:cj82m395v,48,36
commonwealth:cj82m401s,48,36
commonwealth:cj82m403b,48,36
commonwealth:ht250763s,48,36
commonwealth:th83s028r,48,36
commonwealth:kk91fr581,50,36
commonwealth:7h149v26s,51,36
commonwealth:0r96fp35r,52,36
commonwealth:9s161f515,52,36
commonwealth:jh343z12j,52,36
commonwealth:9g54xm08x,53,36
commonwealth:0z709290s,56,36
commonwealth:3f463b366,58,36
commonwealth:gx41q249c,59,36
commonwealth:ht250370c,62,36
commonwealth:4m90f719q,63,36
commonwealth:4m90fh981,63,36
commonwealth:0z709266q,20,37
commonwealth:4m90f315s,22,37
commonwealth:4m90f6828,22,37
commonwealth:ht2508206,22,37
commonwealth:ht250b24q,22,37
commonwealth:kk91fq72n,22,37
commonwealth:ht250749z,23,37
commonwealth:0r96fn551,24,37
commonwealth:4m90fk355,24,37
commonwealth:1257bc17t,25,37
commonwealth:639628846,26,37
commonwealth:6t053p36k,26,37
commonwealth:6t053r92b,26,37
commonwealth:9s161h51k,26,37
commonwealth:ht250b977,26,37
commonwealth:kk91fq11x,26,37
commonwealth:tb09pf93w,26,37
commonwealth:8s45vn92x,27,37
commonwealth:9g54xj82s,27,37
commonwealth:ht250892f,27,37
commonwealth:w9505s689,27,37
commonwealth:w9505s70b,27,37
commonwealth:6t053q36s,28,37
commonwealth:x633f8662,28,37
commonwealth:x633fb32n,28,37
commonwealth:6t053r30b,29,37
commonwealth:6t053r32w,29,37
commonwealth:b8516259p,30,37
commonwealth:st74cz05s,30,37
commonwealth:1257b9032,31,37
commonwealth:4m90f482v,31,37
commonwealth:1257bd235,32,37
commonwealth:4m90fp75r,32,37
commonwealth:xg94j1655,33,37
commonwealth:3f462w89c,34,37
commonwealth:4m90f184s,34,37
commonwealth:7h149w71t,34,37
commonwealth:1z40pb42d,35,37
commonwealth:xg94j2112,35,37
commonwealth:7h14b0646,36,37
commonwealth:kw52ms09h,36,37
commonwealth:4m90fm33t,38,37
commonwealth:0z709626k,41,37
commonwealth:2514p112h,41,37
commonwealth:nk325m29z,41,37
commonwealth:4m90f653t,42,37
commonwealth:4m90fp850,42,37
commonwealth:w9505s646,42,37
commonwealth:ws85hp762,42,37
commonwealth:7h149z475,43,37
commonwealth:9s161h76f,44,37
commonwealth:4m90fp61d,45,37
commonwealth:cj82m353b,45,37
commonwealth:vt156p29f,45,37
commonwealth:x633f8459,45,37
commonwealth:4m90f420v,46,37
commonwealth:4m90f747w,47,37
commonwealth:7h14d630z,47,37
commonwealth:cj82m391r,47,37
commonwealth:cj82m407f,48,37
commonwealth:j3863f203,48,37
commonwealth:q524n4237,48,37
commonwealth:0z709775q,49,37
commonwealth:0z7097778,49,37
commonwealth:0z709779t,49,37
commonwealth:0z709781v,49,37
commonwealth:0z709783d,49,37
commonwealth:0z709785z,49,37
commonwealth:0z709787h,49,37
commonwealth:0z7097892,49,37
commonwealth:js956j52v,49,37
commonwealth:kk91fq27t,49,37
commonwealth:4b29hd035,50,37
commonwealth:8336kq65q,50,37
commonwealth:wd3768230,52,37
commonwealth:xg94j110k,52,37
commonwealth:ws859h069,54,37
commonwealth:9g54xm22r,58,37
commonwealth:3f463770w,59,37
commonwealth:3f4637715,59,37
commonwealth:5138mw92v,61,37
commonwealth:cj82kv63z,62,37
commonwealth:cj82kv65h,62,37
commonwealth:ht2504368,66,37
commonwealth:4m90f2395,100,37
commonwealth:9g54xk10r,7,38
commonwealth:wd3763204,19,38
commonwealth:0z7097493,20,38
commonwealth:9s161879t,20,38
commonwealth:6t053p64r,21,38
commonwealth:4m90f8694,22,38
commonwealth:wd376576d,23,38
commonwealth:1257bc71m,25,38
commonwealth:9g54xk40g,25,38
commonwealth:0r96fp84p,26,38
commonwealth:9g54xj700,26,38
commonwealth:kk91ft001,26,38
commonwealth:1c18kd42x,27,38
commonwealth:4x51pm790,27,38
commonwealth:nv93b373k,27,38
commonwealth:vt155k83f,27,38
commonwealth:w9505r71d,27,38
commonwealth:wd376837b,27,38
commonwealth:0z709f42d,28,38
commonwealth:3t94bs185,28,38
commonwealth:3x81cq09n,28,38
commonwealth:6t055z68v,28,38
commonwealth:9g54xj88f,28,38
commonwealth:ng456k39g,28,38
commonwealth:wd3768558,28,38
commonwealth:z890s283k,28,38
commonwealth:0z709b88d,29,38
commonwealth:4m90fp494,29,38
commonwealth:7h149x11k,29,38
commonwealth:7h14cw36k,29,38
commonwealth:ht2502420,29,38
commonwealth:ht250250p,29,38
commonwealth:0z7096925,30,38
commonwealth:0z709b628,30,38
commonwealth:0z709b806,30,38
commonwealth:0z709c38d,30,38
commonwealth:0z709c44j,30,38
commonwealth:0z709c48n,30,38
commonwealth:0z709c527,30,38
commonwealth:0z709c56b,30,38
commonwealth:0z709d647,30,38
commonwealth:1257b9253,30,38
commonwealth:4m90f580h,30,38
commonwealth:7h14b4730,30,38
commonwealth:c821kr763,30,38
commonwealth:t722mh27d,30,38
commonwealth:td96nk50d,30,38
commonwealth:x059cb140,30,38
commonwealth:0z709918h,31,38
commonwealth:4m90f578g,31,38
commonwealth:4m90f935h,31,38
commonwealth:4m90fp736,31,38
commonwealth:ht250555p,31,38
commonwealth:0z709c420,32,38
commonwealth:4m90fm57d,32,38
commonwealth:9g54xj86w,32,38
commonwealth:ht250c299,32,38
commonwealth:0z709f06j,33,38
commonwealth:8049g910f,33,38
commonwealth:ht250986h,33,38
commonwealth:st74cx89m,33,38
commonwealth:8049g957b,34,38
commonwealth:js956k590,34,38
commonwealth:6t053p54h,35,38
commonwealth:cj82m669v,35,38
commonwealth:ht2508185,35,38
commonwealth:b8516265t,36,38
commonwealth:b8516265t,36,38
commonwealth:st74cx95r,36,38
commonwealth:wd3768337,36,38
commonwealth:3f463289k,37,38
commonwealth:wd376668x,37,38
commonwealth:3f463b24d,38,38
commonwealth:wd3766628,38,38
commonwealth:x059cc791,40,38
commonwealth:7h149z49q,41,38
commonwealth:ht250846b,41,38
commonwealth:9s1619901,42,38
commonwealth:kk91fs38r,42,38
commonwealth:wd3764502,42,38
commonwealth:3f463030g,43,38
commonwealth:9s161992k,43,38
commonwealth:9s161b045,43,38
commonwealth:4m90f6764,44,38
commonwealth:4m90fp59c,44,38
commonwealth:7h149w28j,44,38
commonwealth:9s1619609,44,38
commonwealth:4m90fn88m,45,38
commonwealth:4m90fp62p,45,38
commonwealth:0z7099223,46,38
commonwealth:8336h262m,46,38
commonwealth:4m90f566p,47,38
commonwealth:cj82m3590,47,38
commonwealth:3f462z35g,48,38
commonwealth:cj82m379g,48,38
commonwealth:cj82m397d,48,38
commonwealth:cj82m4197,48,38
commonwealth:ht2505356,48,38
commonwealth:rb692q442,48,38
commonwealth:3f462z478,50,38
commonwealth:4m90fn97k,52,38
commonwealth:cj82kp72w,52,38
commonwealth:3f4637758,53,38
commonwealth:3f463779c,53,38
commonwealth:3f463781d,53,38
commonwealth:3f463783z,53,38
commonwealth:0r96fp29m,54,38
commonwealth:5999qk46q,54,38
commonwealth:6t053p88b,55,38
commonwealth:4m90fp01z,56,38
commonwealth:0k229n81b,58,38
commonwealth:0r96fp43f,58,38
commonwealth:4m90f967s,58,38
commonwealth:4q77m410f,58,38
commonwealth:ws859h12f,58,38
commonwealth:00004b06d,59,38
commonwealth:n2972c23m,59,38
commonwealth:qv33x776m,59,38
commonwealth:qv33x777w,59,38
commonwealth:tx31vw02c,59,38
commonwealth:ws859h247,59,38
commonwealth:st74cw38x,60,38
commonwealth:3f463b209,61,38
commonwealth:cj82m7268,61,38
commonwealth:ht2507617,61,38
commonwealth:9z9067158,67,38
commonwealth:c821kr77c,67,38
commonwealth:4m90f231z,69,38
commonwealth:4m90f233h,69,38
commonwealth:4f16g891g,75,38
commonwealth:cj82kp31n,75,38
commonwealth:fn107c281,101,38
commonwealth:9s1618778,11,39
commonwealth:6w924q04b,17,39
commonwealth:3f462z89s,21,39
commonwealth:m039np67z,21,39
commonwealth:7h14b289g,22,39
commonwealth:js956k09s,22,39
commonwealth:7h14b029m,23,39
commonwealth:9s161f75r,23,39
commonwealth:xg94j167q,23,39
commonwealth:4m90fh87h,24,39
commonwealth:7h149x95m,25,39
commonwealth:wd376506q,25,39
commonwealth:xw42sm10b,25,39
commonwealth:7h149v450,26,39
commonwealth:7h149x54c,26,39
commonwealth:8g84sm344,26,39
commonwealth:wd376694j,26,39
commonwealth:0z709c82z,27,39
commonwealth:3f462z79j,27,39
commonwealth:4m90fp540,27,39
commonwealth:5999t705x,27,39
commonwealth:7h149w392,27,39
commonwealth:7h14cv45b,27,39
commonwealth:kk91fs70h,27,39
commonwealth:0r96fm385,28,39
commonwealth:3f463044t,28,39
commonwealth:4m90f8316,28,39
commonwealth:9g54xk421,28,39
commonwealth:4742dg742,29,39
commonwealth:7h149v22p,29,39
commonwealth:9g54xj72j,29,39
commonwealth:cj82m3009,29,39
commonwealth:p267cv527,29,39
commonwealth:wd376857t,29,39
commonwealth:3f463241d,30,39
commonwealth:4m90f2149,30,39
commonwealth:4m90fn862,30,39
commonwealth:4m90fp48v,30,39
commonwealth:8049g951p,30,39
commonwealth:b8516252r,30,39
commonwealth:cj82kr419,30,39
commonwealth:cj82m298g,30,39
commonwealth:ht250940w,30,39
commonwealth:kk91fq23q,30,39
commonwealth:q524n419n,30,39
commonwealth:wd376328b,30,39
commonwealth:0r96fn93f,31,39
commonwealth:0z7098456,31,39
commonwealth:3f462s808,31,39
commonwealth:3f463b323,31,39
commonwealth:wd3768494,32,39
commonwealth:ww72bq22s,32,39
commonwealth:kk91ft14c,33,39
commonwealth:ww72bn990,33,39
commonwealth:1257b911r,34,39
commonwealth:st74cx60n,34,39
commonwealth:ww72bp84k,34,39
commonwealth:1257bc115,35,39
commonwealth:6w924q296,35,39
commonwealth:4m90fm653,36,39
commonwealth:9s161h666,37,39
commonwealth:794083386,38,39
commonwealth:4m90fp957,41,39
commonwealth:cj82kp158,41,39
commonwealth:4m90f655c,42,39
commonwealth:ht2503647,42,39
commonwealth:0r96fp41w,43,39
commonwealth:9s161b54c,44,39
commonwealth:ws859h28b,44,39
commonwealth:9s161885z,45,39
commonwealth:cj82m3611,48,39
commonwealth:cj82m363k,48,39
commonwealth:4m90f657x,49,39
commonwealth:4m90fk28r,49,39
commonwealth:ht250781q,49,39
commonwealth:ht250888v,49,39
commonwealth:4m90f7973,50,39
commonwealth:7h14b039v,50,39
commonwealth:9g54xk44k,50,39
commonwealth:3f462z18t,51,39
commonwealth:3f462z45q,51,39
commonwealth:3f463137m,51,39
commonwealth:9s161d79n,51,39
commonwealth:1257bb950,52,39
commonwealth:0z709c90n,53,39
commonwealth:6t053r360,54,39
commonwealth:79408346w,54,39
commonwealth:7h14b119k,54,39
commonwealth:7h149v85z,55,39
commonwealth:xg94j227z,55,39
commonwealth:0z709519z,58,39
commonwealth:4168cw48c,58,39
commonwealth:4q77j8494,58,39
commonwealth:95940658s,58,39
commonwealth:f7626202t,58,39
commonwealth:js9595922,58,39
commonwealth:k069bs041,58,39
commonwealth:k069bz15k,58,39
commonwealth:rr174k287,58,39
commonwealth:vq284299c,58,39
commonwealth:1c18jq356,59,39
commonwealth:7p88ht89h,59,39
commonwealth:dn4029990,59,39
commonwealth:hq37z392d,59,39
commonwealth:n0101d878,59,39
commonwealth:n2970h429,59,39
commonwealth:nc5835067,59,39
commonwealth:vx024065h,59,39
commonwealth:wd37b696s,59,39
commonwealth:z029rm351,59,39
commonwealth:4m90fd222,61,39
commonwealth:4742cs56t,66,39
commonwealth:v692wp470,66,39
commonwealth:8623p627d,70,39
commonwealth:st74cw40z,72,39
commonwealth:st74cw40z,72,39
commonwealth:4m90f939m,96,39
commonwealth:wd3763425,120,39
commonwealth:3f463974d,21,40
commonwealth:3f463976z,21,40
commonwealth:fn107c13d,21,40
commonwealth:9g54xj94k,23,40
commonwealth:1257bb79m,24,40
commonwealth:cj82m4838,24,40
commonwealth:x633ff884,24,40
commonwealth:0z709330j,25,40
commonwealth:3f462s256,25,40
commonwealth:4m90f850d,25,40
commonwealth:qz20zv082,25,40
commonwealth:th83s018h,25,40
commonwealth:3f462s213,26,40
commonwealth:7h149x975,26,40
commonwealth:bk12bt41t,26,40
commonwealth:cj82kx82k,26,40
commonwealth:vx026k155,26,40
commonwealth:4m90fp72x,27,40
commonwealth:ht250559s,27,40
commonwealth:n5843672c,27,40
commonwealth:4m90ff10g,28,40
commonwealth:7h14b1499,28,40
commonwealth:7h14b4837,28,40
commonwealth:st74cz01p,28,40
commonwealth:0z7098880,29,40
commonwealth:1257bb020,29,40
commonwealth:4m90fb467,29,40
commonwealth:sj13cp925,29,40
commonwealth:0r96fn85r,30,40
commonwealth:1257b9139,30,40
commonwealth:3f463715t,30,40
commonwealth:794083539,30,40
commonwealth:9s1619677,30,40
commonwealth:9s161969s,30,40
commonwealth:9s161971t,30,40
commonwealth:9s161973c,30,40
commonwealth:ht250918c,30,40
commonwealth:ht250942f,30,40
commonwealth:0r96fn97j,31,40
commonwealth:0z709d00p,31,40
commonwealth:5x220j234,31,40
commonwealth:9g54xk022,31,40
commonwealth:cj82kp74f,31,40
commonwealth:ht2505534,31,40
commonwealth:ww72bp90q,31,40
commonwealth:4m90f574c,32,40
commonwealth:ht250896j,32,40
commonwealth:ht2509016,32,40
commonwealth:0z709409h,33,40
commonwealth:4m90fn47c,33,40
commonwealth:ht250475z,33,40
commonwealth:ht250568r,33,40
commonwealth:ht250645n,33,40
commonwealth:q524n464g,33,40
commonwealth:6w924q59x,34,40
commonwealth:7h14b097r,34,40
commonwealth:9s161j45n,34,40
commonwealth:ht250633v,34,40
commonwealth:4m90fk37q,35,40
commonwealth:st74cx58m,35,40
commonwealth:x059cd002,35,40
commonwealth:st74cx669,36,40
commonwealth:0z709c684,37,40
commonwealth:3f462z73w,38,40
commonwealth:xg94j201t,41,40
commonwealth:3f463046c,42,40
commonwealth:79408375b,42,40
commonwealth:9s161b14d,43,40
commonwealth:9s161c849,43,40
commonwealth:cj82m2887,46,40
commonwealth:js956k73t,46,40
commonwealth:4m90fn27w,47,40
commonwealth:x059hm20g,47,40
commonwealth:7h149w37h,48,40
commonwealth:7h14b221t,49,40
commonwealth:ht250599r,49,40
commonwealth:0z709514k,50,40
commonwealth:x920k405w,50,40
commonwealth:6t053p98k,51,40
commonwealth:4m90fd68p,52,40
commonwealth:0z709924n,53,40
commonwealth:4m90fj30k,53,40
commonwealth:x059cd30s,53,40
commonwealth:ht250b713,54,40
commonwealth:js956k034,54,40
commonwealth:0z709738k,55,40
commonwealth:4m90f6675,55,40
commonwealth:7h14b1235,55,40
commonwealth:7h14b125q,55,40
commonwealth:9s161g37j,55,40
commonwealth:x633f939c,55,40
commonwealth:0r96fp31n,56,40
commonwealth:3f463500s,56,40
commonwealth:z890x615z,56,40
commonwealth:02873h53k,57,40
commonwealth:0r96fp981,59,40
commonwealth:0z709d92d,59,40
commonwealth:4f16hf538,59,40
commonwealth:8049g9049,59,40
commonwealth:c821k3013,59,40
commonwealth:cj82kn48m,59,40
commonwealth:jw829w67r,59,40
commonwealth:m326pk46f,59,40
commonwealth:w9505s16j,59,40
commonwealth:1831g293v,60,40
commonwealth:3j335m25c,60,40
commonwealth:4168b1260,60,40
commonwealth:4m90fd12t,60,40
commonwealth:6395zr461,60,40
commonwealth:ft84c7676,60,40
commonwealth:mc87v260b,60,40
commonwealth:n009zk95s,60,40
commonwealth:p554d001f,60,40
commonwealth:r207x657w,60,40
commonwealth:s7528x532,60,40
commonwealth:sx61h383c,60,40
commonwealth:ws859h08v,60,40
commonwealth:3x819352v,61,40
commonwealth:8049jp31t,61,40
commonwealth:jh348448t,61,40
commonwealth:q237m9509,61,40
commonwealth:kk91fr38j,64,40
commonwealth:3f4635632,74,40
commonwealth:4m90f458s,82,40
commonwealth:4m90fc00t,106,40
commonwealth:7h14b211k,162,40
commonwealth:0z7093633,13,41
commonwealth:6t053q88j,16,41
commonwealth:js956m197,21,41
commonwealth:fn107c09t,22,41
commonwealth:w9505s01x,22,41
commonwealth:0z709274d,23,41
commonwealth:0z709837h,23,41
commonwealth:9c680s29h,23,41
commonwealth:0z709753p,25,41
commonwealth:0z709884w,25,41
commonwealth:1257bb75h,25,41
commonwealth:9s161h05g,25,41
commonwealth:st74cz13g,25,41
commonwealth:vd6723139,25,41
commonwealth:7m01hp655,26,41
commonwealth:9g54xj964,26,41
commonwealth:9s161f01z,26,41
commonwealth:st74cz23q,26,41
commonwealth:f1884t267,27,41
commonwealth:0z709902m,28,41
commonwealth:st74cw16w,28,41
commonwealth:6w924q50f,29,41
commonwealth:ht250834j,29,41
commonwealth:3f462s42v,30,41
commonwealth:3f463866h,30,41
commonwealth:js956m27x,30,41
commonwealth:ng454d07t,30,41
commonwealth:0z709560p,31,41
commonwealth:5138mw91k,31,41
commonwealth:5425rb163,31,41
commonwealth:794083938,31,41
commonwealth:794084306,31,41
commonwealth:9g54xj90g,31,41
commonwealth:ht250499j,31,41
commonwealth:wd3763247,31,41
commonwealth:0z709682x,32,41
commonwealth:6t053r025,32,41
commonwealth:ht250992n,32,41
commonwealth:3f462s48h,33,41
commonwealth:6t053p82p,33,41
commonwealth:9s161f17v,33,41
commonwealth:n8710p88b,33,41
commonwealth:0z709892k,34,41
commonwealth:3f462v46c,34,41
commonwealth:4m90f346s,34,41
commonwealth:794084128,34,41
commonwealth:ht250533n,34,41
commonwealth:q524n411f,34,41
commonwealth:794084349,35,41
commonwealth:br86dm433,35,41
commonwealth:x633fd365,35,41
commonwealth:cj82kw44z,36,41
commonwealth:st74cx70w,36,41
commonwealth:1257bb93f,37,41
commonwealth:ht250c09t,37,41
commonwealth:0z709c36v,38,41
commonwealth:794083610,38,41
commonwealth:9s161c190,39,41
commonwealth:ht250b047,40,41
commonwealth:0z709c84h,41,41
commonwealth:qz20z447d,41,41
commonwealth:ht2509989,42,41
commonwealth:7h14cv930,43,41
commonwealth:4m90fp583,44,41
commonwealth:1c18h2663,45,41
commonwealth:q811p823x,45,41
commonwealth:x633fc08s,45,41
commonwealth:4m90fj34p,46,41
commonwealth:cj82m286p,46,41
commonwealth:4m90ff02s,47,41
commonwealth:bk12dn70k,47,41
commonwealth:3t94bs19f,49,41
commonwealth:wd3760753,49,41
commonwealth:0z709970r,50,41
commonwealth:0z709d68b,50,41
commonwealth:3f462z22d,50,41
commonwealth:3f462z24z,50,41
commonwealth:7h14cw06v,50,41
commonwealth:3f462z168,51,41
commonwealth:0z709d604,52,41
commonwealth:6t053q10n,52,41
commonwealth:ht250362p,52,41
commonwealth:gb19h9883,53,41
commonwealth:0z7099266,55,41
commonwealth:0z709930s,55,41
commonwealth:0z709f12p,55,41
commonwealth:8336kj71t,55,41
commonwealth:st74cw264,55,41
commonwealth:cj82m718k,56,41
commonwealth:mw22xn07d,56,41
commonwealth:ws859h026,56,41
commonwealth:x059cc22w,57,41
commonwealth:9z905q656,58,41
commonwealth:cj82kx86p,58,41
commonwealth:kk91fs04x,59,41
commonwealth:kk91fs04x,59,41
commonwealth:5d86rh44m,60,41
commonwealth:cj82m728t,60,41
commonwealth:jq088200w,60,41
commonwealth:pz50kj27s,60,41
commonwealth:0z7093277,61,41
commonwealth:hh63wb36h,61,41
commonwealth:0z709313w,62,41
commonwealth:3x81c002c,62,41
commonwealth:4m90f2794,62,41
commonwealth:cj82m6946,62,41
commonwealth:cj82m680v,63,41
commonwealth:cj82m6882,63,41
commonwealth:cj82m6903,63,41
commonwealth:q524n5934,63,41
commonwealth:cj82m682d,64,41
commonwealth:3f462v428,66,41
commonwealth:p841dz52d,66,41
commonwealth:79408309r,68,41
commonwealth:4m90fh115,18,42
commonwealth:fn107c11v,22,42
commonwealth:0r96fp72w,24,42
commonwealth:0z7092645,24,42
commonwealth:4q77ms92v,25,42
commonwealth:9s161869k,25,42
commonwealth:ht250b73n,25,42
commonwealth:ms360855k,25,42
commonwealth:x059cb16j,25,42
commonwealth:9g54xj55w,26,42
commonwealth:ht250747d,26,42
commonwealth:3f467621f,27,42
commonwealth:5m60tx99d,27,42
commonwealth:wd376554c,27,42
commonwealth:x059cd088,27,42
commonwealth:xg94j2091,27,42
commonwealth:xg94j2091,27,42
commonwealth:3f462z95x,28,42
commonwealth:3f463298j,28,42
commonwealth:4m90f846t,28,42
commonwealth:cj82kv10x,28,42
commonwealth:ht250413z,28,42
commonwealth:ht250491b,28,42
commonwealth:ks65pd550,28,42
commonwealth:0z7092688,29,42
commonwealth:4m90f550s,29,42
commonwealth:9s161g47s,29,42
commonwealth:c821nm539,29,42
commonwealth:x059cd06q,29,42
commonwealth:0z709c463,30,42
commonwealth:2b88xj557,30,42
commonwealth:4m90fn90n,30,42
commonwealth:6t053r14z,30,42
commonwealth:6t053r52c,30,42
commonwealth:9g54xj53b,30,42
commonwealth:9g54xk00h,30,42
commonwealth:kk91fq45r,30,42
commonwealth:wd376794r,30,42
commonwealth:6t053q72n,31,42
commonwealth:6t053r48s,31,42
commonwealth:0z709694q,32,42
commonwealth:4m90ff830,32,42
commonwealth:7h14b083d,32,42
commonwealth:n8712621d,32,42
commonwealth:w9505s72w,32,42
commonwealth:x633fb770,32,42
commonwealth:1257b915v,33,42
commonwealth:3f462s388,33,42
commonwealth:wh249h09t,33,42
commonwealth:0z709678b,34,42
commonwealth:1257bb53g,34,42
commonwealth:6t053r84n,34,42
commonwealth:79408363j,34,42
commonwealth:ht250b403,34,42
commonwealth:ww72bp48q,34,42
commonwealth:0z709864d,35,42
commonwealth:2514p1142,35,42
commonwealth:6t053p48c,35,42
commonwealth:3f463b22v,36,42
commonwealth:7h14b0999,36,42
commonwealth:ht2506964,36,42
commonwealth:st74cx81d,36,42
commonwealth:st74cx54h,37,42
commonwealth:w9505s23z,37,42
commonwealth:js956k81h,38,42
commonwealth:ht250930n,42,42
commonwealth:4m90fc37g,43,42
commonwealth:6d5732640,44,42
commonwealth:4m90fc93t,47,42
commonwealth:kk91fr78h,47,42
commonwealth:cj82kv273,48,42
commonwealth:3f462x95q,49,42
commonwealth:js956k26f,49,42
commonwealth:wd376800p,49,42
commonwealth:3f463121q,51,42
commonwealth:4m90fn93g,51,42
commonwealth:794083831,51,42
commonwealth:9s161b20j,51,42
commonwealth:9s161b223,51,42
commonwealth:9s161b24n,51,42
commonwealth:9s161b266,51,42
commonwealth:9s161b28r,51,42
commonwealth:9s161b30s,51,42
commonwealth:0r96fm59x,53,42
commonwealth:3t947b78d,53,42
commonwealth:3t947b863,53,42
commonwealth:4m90fc35x,53,42
commonwealth:9s161b46p,54,42
commonwealth:4m90f982w,55,42
commonwealth:4m90fq00w,55,42
commonwealth:8336h252c,55,42
commonwealth:9s161d595,55,42
commonwealth:x059c978b,55,42
commonwealth:0z709928r,56,42
commonwealth:0z7099622,56,42
commonwealth:4q77k015t,56,42
commonwealth:0z709407z,57,42
commonwealth:0z7099729,57,42
commonwealth:zw132p84s,57,42
commonwealth:0r96fn16b,58,42
commonwealth:3f462x693,58,42
commonwealth:9s1618557,58,42
commonwealth:0z7099045,59,42
commonwealth:1257bb63q,59,42
commonwealth:1r66r605d,59,42
commonwealth:0r96fm342,60,42
commonwealth:1j92pb92k,60,42
commonwealth:cj82m660c,60,42
commonwealth:cj82m7225,60,42
commonwealth:0z709d50w,61,42
commonwealth:cj82m724q,61,42
commonwealth:3f463b34n,63,42
commonwealth:3f462x91m,65,42
commonwealth:x059cc901,66,42
commonwealth:4m90f342p,69,42
commonwealth:4m90fk70r,69,42
commonwealth:4m90ff627,75,42
commonwealth:1257b8133,78,42
commonwealth:4m90fc897,56,43
commonwealth:kk91fr246,21,43
commonwealth:ht250210q,22,43
commonwealth:ww72bn91s,23,43
commonwealth:4m90ff19z,26,43
commonwealth:ht250b83w,26,43
commonwealth:3f463281c,27,43
commonwealth:3f463331c,27,43
commonwealth:7h14b035r,27,43
commonwealth:9g54xj57f,27,43
commonwealth:9g54xj98p,27,43
commonwealth:9s161g147,27,43
commonwealth:ww72bn89r,27,43
commonwealth:st74cw12s,28,43
commonwealth:st74cz29c,28,43
commonwealth:t148mk19r,28,43
commonwealth:x633fd38q,28,43
commonwealth:xg94j253k,28,43
commonwealth:0z709946p,29,43
commonwealth:794084217,29,43
commonwealth:9g54xj807,29,43
commonwealth:ht250254s,29,43
commonwealth:ht250b63d,29,43
commonwealth:st74cz194,29,43
commonwealth:tx31tc29h,29,43
commonwealth:4m90f205b,30,43
commonwealth:4m90f4371,30,43
commonwealth:fn107c17h,30,43
commonwealth:st74cz037,30,43
commonwealth:x633fd90z,30,43
commonwealth:0z709262m,31,43
commonwealth:6t058h575,31,43
commonwealth:7p88gp05g,31,43
commonwealth:g732kb79q,31,43
commonwealth:ht250775k,31,43
commonwealth:k643h212m,31,43
commonwealth:kk91fs986,31,43
commonwealth:np199d878,31,43
commonwealth:ww72bp63t,31,43
commonwealth:3f4636859,32,43
commonwealth:3f463687v,32,43
commonwealth:3f463689d,32,43
commonwealth:3f463691f,32,43
commonwealth:3f4636930,32,43
commonwealth:3f463695j,32,43
commonwealth:3f4636973,32,43
commonwealth:3f463699n,32,43
commonwealth:3f463701g,32,43
commonwealth:3f4637031,32,43
commonwealth:3f463705k,32,43
commonwealth:3f4637074,32,43
commonwealth:3f463709p,32,43
commonwealth:3f463711q,32,43
commonwealth:3f4637138,32,43
commonwealth:cj82ks37x,32,43
commonwealth:st74cz215,32,43
commonwealth:4m90fk27g,33,43
commonwealth:ht2509636,33,43
commonwealth:1257b9075,34,43
commonwealth:cj82kr37q,34,43
commonwealth:3f463721z,34,43
commonwealth:cj82m079v,35,43
commonwealth:kk91fq66h,35,43
commonwealth:w9505s44q,35,43
commonwealth:w9507f99k,35,43
commonwealth:wd3765487,35,43
commonwealth:1257b964s,36,43
commonwealth:4m90f311p,36,43
commonwealth:9p293g22k,36,43
commonwealth:9s161d32r,36,43
commonwealth:st74cx76j,36,43
commonwealth:wd3762968,36,43
commonwealth:wd3763183,36,43
commonwealth:z890w1293,36,43
commonwealth:0z709f368,37,43
commonwealth:1257bb54r,37,43
commonwealth:3f462z834,37,43
commonwealth:3f463111g,37,43
commonwealth:cj82m013r,37,43
commonwealth:q524n551m,37,43
commonwealth:0z709b90f,38,43
commonwealth:3f463012j,38,43
commonwealth:79408366c,38,43
commonwealth:9s161f81w,38,43
commonwealth:x633j683t,38,43
commonwealth:0z7099088,39,43
commonwealth:8336hc374,40,43
commonwealth:9s161d38d,40,43
commonwealth:fn107c33w,43,43
commonwealth:wd376806b,43,43
commonwealth:4m90f3889,44,43
commonwealth:8910qw396,45,43
commonwealth:vd66zn52n,47,43
commonwealth:7h149v16j,48,43
commonwealth:cj82m109c,48,43
commonwealth:cj82m115h,48,43
commonwealth:4m90f413f,50,43
commonwealth:7h149w93v,50,43
commonwealth:7h149x70r,50,43
commonwealth:x633fb54p,50,43
commonwealth:3f462z01n,51,43
commonwealth:js956j56z,51,43
commonwealth:0r96fn305,52,43
commonwealth:0r96fn32q,52,43
commonwealth:0z709f147,52,43
commonwealth:4m90f3294,53,43
commonwealth:9s161g02f,53,43
commonwealth:c534mr805,53,43
